comment_id,commentor_username,post_id,score,readers_count,created_at,body
1430003,chintan.patel2,295783,2.8,14,2024-06-14T12:31:27.121Z,"<p>Hi there, I’ve attached the photos of the cable connections for the CAN Loopback Cable TS3, as well as the pictures of commands from the terminals.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/b/6/4/b64bf18501712af6c167de51e3bbb448951bff5b.jpeg"" data-download-href=""/uploads/short-url/q0FBFVJMrgYOi24UjLQD2K1pdzB.jpeg?dl=1"" title=""PXL_20240613_121402253"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/b/6/4/b64bf18501712af6c167de51e3bbb448951bff5b_2_690x388.jpeg"" alt=""PXL_20240613_121402253"" data-base62-sha1=""q0FBFVJMrgYOi24UjLQD2K1pdzB"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/b/6/4/b64bf18501712af6c167de51e3bbb448951bff5b_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/b/6/4/b64bf18501712af6c167de51e3bbb448951bff5b_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/b/6/4/b64bf18501712af6c167de51e3bbb448951bff5b_2_1380x776.jpeg 2x"" data-dominant-color=""B9B074""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">PXL_20240613_121402253</span><span class=""informations"">1920×1080 186 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/0/e/8/0e8f8ce05c654e4b811d8877ccb8bc839ab6a0c0.jpeg"" data-download-href=""/uploads/short-url/24OeRl0PjKkkkc7hQYeUzFRSql2.jpeg?dl=1"" title=""PXL_20240613_121440372"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/0/e/8/0e8f8ce05c654e4b811d8877ccb8bc839ab6a0c0_2_690x388.jpeg"" alt=""PXL_20240613_121440372"" data-base62-sha1=""24OeRl0PjKkkkc7hQYeUzFRSql2"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/0/e/8/0e8f8ce05c654e4b811d8877ccb8bc839ab6a0c0_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/0/e/8/0e8f8ce05c654e4b811d8877ccb8bc839ab6a0c0_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/0/e/8/0e8f8ce05c654e4b811d8877ccb8bc839ab6a0c0_2_1380x776.jpeg 2x"" data-dominant-color=""A49A6F""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">PXL_20240613_121440372</span><span class=""informations"">1920×1080 176 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/c/7/0/c70a1f22141a89b7f2d895ae028f64c275f75862.jpeg"" data-download-href=""/uploads/short-url/soMHwMyJhKWsTG3uDH0dI0AnZe2.jpeg?dl=1"" title=""PXL_20240613_121430580"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/c/7/0/c70a1f22141a89b7f2d895ae028f64c275f75862_2_690x388.jpeg"" alt=""PXL_20240613_121430580"" data-base62-sha1=""soMHwMyJhKWsTG3uDH0dI0AnZe2"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/c/7/0/c70a1f22141a89b7f2d895ae028f64c275f75862_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/c/7/0/c70a1f22141a89b7f2d895ae028f64c275f75862_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/c/7/0/c70a1f22141a89b7f2d895ae028f64c275f75862_2_1380x776.jpeg 2x"" data-dominant-color=""ABA389""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">PXL_20240613_121430580</span><span class=""informations"">1920×1080 145 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/6/e/4/6e45059656df35949b8ce020a2976d46829b9c1b.jpeg"" data-download-href=""/uploads/short-url/fJuoORmHEy3xdQAbyJmBzUXdi1d.jpeg?dl=1"" title=""PXL_20240613_121452760"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/6/e/4/6e45059656df35949b8ce020a2976d46829b9c1b_2_690x388.jpeg"" alt=""PXL_20240613_121452760"" data-base62-sha1=""fJuoORmHEy3xdQAbyJmBzUXdi1d"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/6/e/4/6e45059656df35949b8ce020a2976d46829b9c1b_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/6/e/4/6e45059656df35949b8ce020a2976d46829b9c1b_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/6/e/4/6e45059656df35949b8ce020a2976d46829b9c1b_2_1380x776.jpeg 2x"" data-dominant-color=""A3965F""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">PXL_20240613_121452760</span><span class=""informations"">1920×1080 104 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p>These are the cable connections, and below are the screenshots of the command terminals.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/b/5/d/b5debe00e95d9d1d3893d1305163c8170cddf00a.jpeg"" data-download-href=""/uploads/short-url/pWTDZPpDbf2iw1732BM6tIvaPoe.jpeg?dl=1"" title=""Screenshot from 2024-06-14 08-54-08"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/b/5/d/b5debe00e95d9d1d3893d1305163c8170cddf00a_2_690x388.jpeg"" alt=""Screenshot from 2024-06-14 08-54-08"" data-base62-sha1=""pWTDZPpDbf2iw1732BM6tIvaPoe"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/b/5/d/b5debe00e95d9d1d3893d1305163c8170cddf00a_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/b/5/d/b5debe00e95d9d1d3893d1305163c8170cddf00a_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/b/5/d/b5debe00e95d9d1d3893d1305163c8170cddf00a_2_1380x776.jpeg 2x"" data-dominant-color=""424748""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Screenshot from 2024-06-14 08-54-08</span><span class=""informations"">1920×1080 179 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p>We have sent data on CAN0, however we cannot see any data received on CAN1.<br>
Please can we get assistance in this, and also we still do not know where and how to access log.</p>
<p>Thanks in advance.</p>"
1430944,chintan.patel2,295783,7.2,10,2024-06-17T10:07:56.340Z,"<p>Hello <a class=""mention"" href=""/u/sivaramakrishnanv"">@SivaRamaKrishnaNV</a>,</p>
<p>Can we please get an update with regards to my previous post?</p>
<p>Thanks</p>"
1432260,SivaRamaKrishnaNV,295783,17.0,9,2024-06-18T17:53:11.284Z,"<p>Dear <a class=""mention"" href=""/u/chintan.patel2"">@chintan.patel2</a>,<br>
Thank you for sharing connection details. I will check internally and update you.</p>"
1435803,chintan.patel2,295783,1.4,7,2024-06-25T08:33:22.713Z,"<p>Hello <a class=""mention"" href=""/u/sivaramakrishnanv"">@SivaRamaKrishnaNV</a>,</p>
<p>Any updates on my earlier query regarding CAN communication?</p>"
1436050,SivaRamaKrishnaNV,295783,11.0,5,2024-06-25T16:28:53.095Z,"<p>Hi <a class=""mention"" href=""/u/chintan.patel2"">@chintan.patel2</a> ,<br>
I see some wire connection between p12 and p15. May I know the details about it?<br>
Also p4-&gt; p11 and p12-&gt; p13 connection wires are loopback cables suggested in documentation?</p>"
1436644,chintan.patel2,295783,6.0,5,2024-06-26T09:30:03.148Z,"<p>Hi <a class=""mention"" href=""/u/sivaramakrishnanv"">@SivaRamaKrishnaNV</a> ,</p>
<p>I have made connections as mentioned in the documentation, I have attached a screenshot of the same.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/e/3/3/e33f51b6f73933d72b39e18e4c41cf74c5f67f92.png"" data-download-href=""/uploads/short-url/wqk2SVJqE3fPEIZLU9iZB7u0tP4.png?dl=1"" title=""Screenshot from 2024-06-26 10-18-36"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/e/3/3/e33f51b6f73933d72b39e18e4c41cf74c5f67f92_2_690x388.png"" alt=""Screenshot from 2024-06-26 10-18-36"" data-base62-sha1=""wqk2SVJqE3fPEIZLU9iZB7u0tP4"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/e/3/3/e33f51b6f73933d72b39e18e4c41cf74c5f67f92_2_690x388.png, https://global.discourse-cdn.com/nvidia/optimized/4X/e/3/3/e33f51b6f73933d72b39e18e4c41cf74c5f67f92_2_1035x582.png 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/e/3/3/e33f51b6f73933d72b39e18e4c41cf74c5f67f92_2_1380x776.png 2x"" data-dominant-color=""D9D7D8""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Screenshot from 2024-06-26 10-18-36</span><span class=""informations"">1920×1080 336 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p>This is the connection between P12, P15 and P13.</p>
<p>We did not possess the TS3 CAN loopback cable but we have made use of Male DB9 connectors, which have terminal ends on other end. For your reference:</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/7/b/2/7b27b8807a4577c77a84d8c3cd0da89807ed7139.jpeg"" data-download-href=""/uploads/short-url/hztPsSPPDmZDHI8yfnBmoPyrQXT.jpeg?dl=1"" title=""IMG_20240626_102400"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/7/b/2/7b27b8807a4577c77a84d8c3cd0da89807ed7139_2_666x500.jpeg"" alt=""IMG_20240626_102400"" data-base62-sha1=""hztPsSPPDmZDHI8yfnBmoPyrQXT"" width=""666"" height=""500"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/7/b/2/7b27b8807a4577c77a84d8c3cd0da89807ed7139_2_666x500.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/7/b/2/7b27b8807a4577c77a84d8c3cd0da89807ed7139_2_999x750.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/7/b/2/7b27b8807a4577c77a84d8c3cd0da89807ed7139_2_1332x1000.jpeg 2x"" data-dominant-color=""837F6F""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">IMG_20240626_102400</span><span class=""informations"">1920×1440 169 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p>Thanks</p>"
1437530,chintan.patel2,295783,0.8,4,2024-06-27T11:45:22.241Z,"<p>Hi <a class=""mention"" href=""/u/sivaramakrishnanv"">@SivaRamaKrishnaNV</a> ,</p>
<p>Any updates for my regarding the ongoing CAN query?</p>
<p>Also, I do have on more connection query, if you can clear it out it would be great.</p>
<p>The connections between P3 and P14. There are individual resistor connections which is fine, but there is also a connection which connects P3 and p14, just wanted to check if we need that connection.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/b/3/3/b33bb843609375bf1c891da9349ce225404d6cf1.jpeg"" data-download-href=""/uploads/short-url/pzzpO2NPJG6NZBKtZwY7Zudx4Wd.jpeg?dl=1"" title=""Screenshot from 2024-06-27 12-35-59"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/b/3/3/b33bb843609375bf1c891da9349ce225404d6cf1_2_690x388.jpeg"" alt=""Screenshot from 2024-06-27 12-35-59"" data-base62-sha1=""pzzpO2NPJG6NZBKtZwY7Zudx4Wd"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/b/3/3/b33bb843609375bf1c891da9349ce225404d6cf1_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/b/3/3/b33bb843609375bf1c891da9349ce225404d6cf1_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/b/3/3/b33bb843609375bf1c891da9349ce225404d6cf1_2_1380x776.jpeg 2x"" data-dominant-color=""A6B4C3""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Screenshot from 2024-06-27 12-35-59</span><span class=""informations"">1920×1080 163 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/8/7/4/874a852a3fc774db076785e1d2034abd0979dd30.jpeg"" data-download-href=""/uploads/short-url/jiQ7gIf2nUcP5yd8K4uGCJ9yWwE.jpeg?dl=1"" title=""Screenshot from 2024-06-27 12-36-05"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/8/7/4/874a852a3fc774db076785e1d2034abd0979dd30_2_690x388.jpeg"" alt=""Screenshot from 2024-06-27 12-36-05"" data-base62-sha1=""jiQ7gIf2nUcP5yd8K4uGCJ9yWwE"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/8/7/4/874a852a3fc774db076785e1d2034abd0979dd30_2_690x388.jpeg, https://global.discourse-cdn.com/nvidia/optimized/4X/8/7/4/874a852a3fc774db076785e1d2034abd0979dd30_2_1035x582.jpeg 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/8/7/4/874a852a3fc774db076785e1d2034abd0979dd30_2_1380x776.jpeg 2x"" data-dominant-color=""B0B9C6""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Screenshot from 2024-06-27 12-36-05</span><span class=""informations"">1920×1080 177 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p>These show connecting the 120ohm resistors on the instructed pins for P3 and P14.</p>
<p><div class=""lightbox-wrapper""><a class=""lightbox"" href=""https://global.discourse-cdn.com/nvidia/original/4X/c/d/9/cd97b7852b8a0050afe088e14b198507d3e2def8.png"" data-download-href=""/uploads/short-url/tkKVRNge7eptMCe4rYiXQjJU236.png?dl=1"" title=""Screenshot from 2024-06-27 12-36-11"" rel=""noopener nofollow ugc""><img src=""https://global.discourse-cdn.com/nvidia/optimized/4X/c/d/9/cd97b7852b8a0050afe088e14b198507d3e2def8_2_690x388.png"" alt=""Screenshot from 2024-06-27 12-36-11"" data-base62-sha1=""tkKVRNge7eptMCe4rYiXQjJU236"" width=""690"" height=""388"" srcset=""https://global.discourse-cdn.com/nvidia/optimized/4X/c/d/9/cd97b7852b8a0050afe088e14b198507d3e2def8_2_690x388.png, https://global.discourse-cdn.com/nvidia/optimized/4X/c/d/9/cd97b7852b8a0050afe088e14b198507d3e2def8_2_1035x582.png 1.5x, https://global.discourse-cdn.com/nvidia/optimized/4X/c/d/9/cd97b7852b8a0050afe088e14b198507d3e2def8_2_1380x776.png 2x"" data-dominant-color=""D9D8D8""><div class=""meta""><svg class=""fa d-icon d-icon-far-image svg-icon"" aria-hidden=""true""><use href=""#far-image""></use></svg><span class=""filename"">Screenshot from 2024-06-27 12-36-11</span><span class=""informations"">1920×1080 348 KB</span><svg class=""fa d-icon d-icon-discourse-expand svg-icon"" aria-hidden=""true""><use href=""#discourse-expand""></use></svg></div></a></div></p>
<p>This image shows the connection between P3 and P14.</p>
<p>Is this connection for our Drive Unit, as it shows P3663 as well, and the serial number of Nvidia Drive AGX Orin is P3710.</p>
<p>It would it be great if can get this cleared.</p>
<p>Thank you.</p>"
1438279,SivaRamaKrishnaNV,295783,0.4,1,2024-06-28T09:14:10.760Z,"<p>Dear <a class=""mention"" href=""/u/chintan.patel2"">@chintan.patel2</a>,<br>
The connections looks correct to me. I would expect can loopback test to work. Could you please file a bug and share bug ID details here for follow up. Please click <strong>Submit new bug</strong> tag to file a bug at <a href=""https://developer.nvidia.com/support"" class=""inline-onebox"">Log in | NVIDIA Developer</a></p>"
1432230,SivaRamaKrishnaNV,296681,1.0,4,2024-06-18T17:08:24.140Z,"<p>Dear <a class=""mention"" href=""/u/quang.huy.dang"">@quang.huy.dang</a>,<br>
Do you notice any issue while using any camera module and hence sharing the logs for guidance?</p>"
1438101,kayccc,296681,5.6,3,2024-06-28T06:16:10.883Z,<p>Is this still an issue to support? Any result can be shared?</p>
1438146,quang.huy.dang,296681,0.6,3,2024-06-28T07:02:30.663Z,<p>The problem is resolved now. Thank you</p>
1409988,lizhensheng,292910,2.0,10,2024-05-15T07:49:34.237Z,"<p>step2, caseD: connection 1:1 with predefined channelName in <code>nvsciipc.cfg</code><br>
caseD works well.</p>
<pre data-code-wrap=""json""><code class=""lang-json"">        {
            ""src"": ""helloWorldNode.VALUE_0"",
            ""dests"": {
                ""sumNode.VALUE_0"": {
                    ""mailbox"": true,
                    ""reuse"": true
                }
            },
            ""params"": {
                ""type"": ""nvsci"",
                ""srcEndpoint"": ""nvscistream_0"",
                ""destEndpoint"": ""nvscistream_1""
            }
        },
        {
            ""src"": ""helloWorldNode.VALUE_1"",
            ""dests"": {
                ""sumNode.VALUE_1"": {
                    ""mailbox"": true,
                    ""reuse"": true
                }
            },
            ""params"": {
                ""type"": ""nvsci"",
                ""srcEndpoint"": ""nvscistream_2"",
                ""destEndpoint"": ""nvscistream_3""
            }
        },
</code></pre>"
1410148,lizhensheng,292910,2.2,11,2024-05-15T12:10:23.094Z,"<p><a class=""mention"" href=""/u/sivaramakrishnanv"">@SivaRamaKrishnaNV</a> Friendly ping for response.</p>"
1410219,SivaRamaKrishnaNV,292910,2.2,11,2024-05-15T14:47:56.686Z,"<p>Dear <a class=""mention"" href=""/u/lizhensheng"">@lizhensheng</a>,<br>
I will reproduce the issue and update tomorrow EOD</p>"
1410771,lizhensheng,292910,2.0,10,2024-05-16T07:30:40.675Z,"<p>step2, caseE: connection 1:N with predefined channelName in <code>nvsciipc.cfg</code><br>
caseE hangs too, with different exception.</p>
<p>NOTE: the multipleNode is another instance of sumNode</p>
<pre data-code-wrap=""json""><code class=""lang-json"">{
            ""src"": ""helloWorldNode.VALUE_1"",
            ""dests"": {
                ""sumNode.VALUE_1"": {
                    ""mailbox"": true,
                    ""reuse"": true
                },
                ""multipleNode.VALUE_1"": {
                    ""mailbox"": true,
                    ""reuse"": true
                }
            },
            ""params"": {
                ""type"": ""nvsci"",
                ""limits"": -1,
                ""srcEndpoint"": ""nvscistream_4:nvscistream_6"",
                ""destEndpoint"": ""nvscistream_5:nvscistream_7""
            }
        },
</code></pre>
<p>the log shows the <code>limits</code> parameter is fault.</p>
<pre data-code-wrap=""log""><code class=""lang-log"">- - [1715844068087636us][DEBUG][tid:20][ChannelNvSciStream.hpp:1066][ChannelNvSciStreamProducer]  Producer: Pool creation 
&lt;13&gt;1 2024-05-16T15:21:39.211685+08:00 - helloworld_process0 77951 - - [1715844068087681us][DEBUG][tid:20][ChannelNvSciStream.hpp:1069][ChannelNvSciStreamProducer]  Producer: Creating producer block 
&lt;13&gt;1 2024-05-16T15:21:39.211720+08:00 - helloworld_process0 77951 - - [1715844068087716us][DEBUG][tid:20][ChannelNvSciStream.hpp:1074][ChannelNvSciStreamProducer]  Source (UP) stream creation with ipcEndpoints, scisync, scibuf and ipcblocks
&lt;13&gt;1 2024-05-16T15:21:39.211735+08:00 - helloworld_process0 77951 - - [1715844068087731us][DEBUG][tid:20][ChannelNvSciStream.hpp:1248][ChannelNvSciStreamProducer] Producer: Opening endpoint with name nvscistream_4
&lt;13&gt;1 2024-05-16T15:21:39.211814+08:00 - helloworld_process0 77951 - - [1715844068087809us][DEBUG][tid:20][ChannelNvSciStream.hpp:1251][ChannelNvSciStreamProducer]  Resetting Producer IPC endpoint
&lt;13&gt;1 2024-05-16T15:21:39.211882+08:00 - helloworld_process0 77951 - - [1715844068087877us][DEBUG][tid:20][ChannelNvSciStream.hpp:1272][ChannelNvSciStreamProducer] Connecting ipc/limiter and multicast
&lt;13&gt;1 2024-05-16T15:21:39.212377+08:00 - helloworld_process0 77951 - - [1715844068088372us][DEBUG][tid:20][Exception.cpp:403][NO_TAG] Driveworks exception thrown: DW_INVALID_ARGUMENT: ChannelNvSciStreamParams: limiter maxPackets index out of range
&lt;15&gt;1 2024-05-16T15:21:39.220662+08:00 - helloworld_process0 77951 - - [1715844068096656us][VERBOSE][tid:25][ChannelNvSciStreamUtil.hpp:665][ChannelNvSciStreamBlockWithEventNotifier] Notify start 10
&lt;15&gt;1 2024-05-16T15:21:39.220719+08:00 - helloworld_process0 77951 - - [1715844068096715us][VERBOSE][tid:25][ChannelNvSciStream.cpp:148][NvSciStreamBlockEventQuery] [pid.tid=77951.281461689116928][ID=1000][Block=10][Type=IPCSRC] result NvSciStreamEventType_Disconnected
&lt;11&gt;1 2024-05-16T15:21:39.220748+08:00 - helloworld_process0 77951 - - [1715844068096744us][ERROR][tid:25][ChannelFactory.cpp:259][ChannelFactoryImpl] ChannelFactory::handleEventLoopError: uid: 0, blockType: IPCSRC, status: DW_END_OF_STREAM, sciError: NvSciError_Success, endpoint: nvscistream_4, what: NvSciEventService notify
&lt;13&gt;1 2024-05-16T15:21:39.220771+08:00 - helloworld_process0 77951 - - [1715844068096767us][DEBUG][tid:25][ChannelNvSciStreamUtil.hpp:849][ChannelNvSciStreamEventServiceLoop] Removing block 10
</code></pre>
<p>QST: How to properly config the 1:N nvsci channel communication?</p>"
1411214,SivaRamaKrishnaNV,292910,6.6,8,2024-05-16T19:44:26.218Z,"<p>Dear <a class=""mention"" href=""/u/lizhensheng"">@lizhensheng</a>,<br>
Does your repo (<a href=""https://github.com/ZhenshengLee/nv_driveworks/tree/main"" class=""inline-onebox"">GitHub - ZhenshengLee/nv_driveworks: learning materials of driveworks from nvidia drive sdk.</a>) has tested helloWorld CGF sample files to repro the directly. If not, can you push the files? I could not find it in repo.</p>"
1411326,lizhensheng,292910,1.6,8,2024-05-17T01:47:49.191Z,"<p>For security reasons, I cannot push the project files to the github.</p>
<p><a href=""https://github.com/ZhenshengLee/nv_driveworks/tree/main/driveworks-5.14/samples/src/cgf_nodes"" rel=""noopener nofollow ugc"">nv_driveworks/driveworks-5.14/samples/src/cgf_nodes at main · ZhenshengLee/nv_driveworks (github.com)</a></p>
<p>NOTE: The files is the same in the sdk <code>/usr/local/driveworks</code></p>
<p>the buildup tutorial is in <a href=""https://github.com/ZhenshengLee/nv_driveworks/blob/main/drive-agx-orin-doc/3-drive-works/CGF-presentation.pdf"" rel=""noopener nofollow ugc"">nv_driveworks/drive-agx-orin-doc/3-drive-works/CGF-presentation.pdf at main · ZhenshengLee/nv_driveworks (github.com)</a></p>
<p>NOTE: The pdf is provided by the nvidia developer forum.</p>"
1412576,lizhensheng,292910,6.4,7,2024-05-20T07:24:44.710Z,"<p>Please refer to this topic to get all src files.</p><aside class=""quote quote-modified"" data-post=""10"" data-topic=""290421"">
  <div class=""title"">
    <div class=""quote-controls""></div>
    <img loading=""lazy"" alt="""" width=""24"" height=""24"" src=""https://sea2.discourse-cdn.com/nvidia/user_avatar/forums.developer.nvidia.com/sivaramakrishnanv/48/14043_2.png"" class=""avatar"">
    <a href=""https://forums.developer.nvidia.com/t/bug-cgf-helloworld-sample-socket-communication-inconsistency-behavior-in-mailbox-reuse-connection/290421/10"">[BUG] cgf helloworld sample socket communication inconsistency behavior in mailbox+reuse connection</a> <a class=""badge-category__wrapper "" href=""/c/autonomous-vehicles/drive-agx-orin/drive-agx-orin-general/520""><span data-category-id=""520"" style=""--category-badge-color: #76B900; --category-badge-text-color: #FFFFFF; --parent-category-badge-color: #76B900;"" data-parent-category-id=""636"" data-drop-close=""true"" class=""badge-category --has-parent"" title=""Forum to support developers in NVIDIA DRIVE® AGX SDK Developer Program.""><span class=""badge-category__name"">DRIVE AGX Orin General</span></span></a>
  </div>
  <blockquote>
    I updated the SumNodeImpl.hpp/cpp. I hit a weird strange issue when using app.json snippet shared above. I renamed it as hellosum.app.json and updated few variable paths. 
root@6.0.8.1-0006-build-linux-sdk:/usr/local/driveworks-5.14/tools/descriptionScheduleYamlGenerator# /usr/local/driveworks/tools/descriptionScheduleYamlGenerator/descriptionScheduleYamlGenerator.py --app /usr/local/driveworks/apps/helloWorldApp/hellosum.app.json --output ./hellosum__standardSchedule.yaml
Input Description file…
  </blockquote>
</aside>

<p>As far as I can see from the comment.</p>
<p>Although all src files are provided, the forum still cannot compile and run the app, nveer say reproducing the issue.</p>"
1414238,SivaRamaKrishnaNV,292910,1.4,7,2024-05-22T01:57:04.678Z,"<p>Dear <a class=""mention"" href=""/u/lizhensheng"">@lizhensheng</a>,<br>
Thanks for sharing the src path. Let me relook into it and get back to you if I see any issue.</p>"
1415306,SivaRamaKrishnaNV,292910,6.4,7,2024-05-23T01:23:10.300Z,"<p>Dear <a class=""mention"" href=""/u/lizhensheng"">@lizhensheng</a>,<br>
I see below snippet in the thread you have pointed</p>
<pre><code class=""lang-auto"">subcomponents"": {
        ""helloWorldNode"": {
            ""componentType"": ""../../../nodes/example/helloworld/HelloWorldNode.node.json"",
            ""parameters"": {
                ""name"": ""$paraName""
            }
        },
        ""sumNode"": {
            ""componentType"": ""../../../nodes/example/helloworld/SumNode.node.json""
        }
    }
</code></pre>
<p>I just want to confirm if these node.json files are same as <code>/usr/local/driveworks/samples/src/cgf_nodes/</code> or you have modified adding any additional parameters/settings to generate new lib with HelloworldNode and SumNode? Last time, I was seeing issue when using the app.json from that thread.<br>
Note that, forum team does not much experiencing in writing CGF apps on own and hence we are asking to share the files and steps. We expect to have minimal changes on our side. The recommendation is to put the files under <code>/usr/local/driveworks/apps</code> as a seperate folder similar to other CGF applications so that we can manage to repro across different machines easily. This is helps to setup the application and reproduce the issue to get insights form core team further.</p>"
